UserID,Date,Total_Distance,Tracker_Distance,Logged_Activities_Distance,Very_Active_Distance,Moderately_Active_Distance,Light_Active_Distance,Sedentary_Active_Distance,Very_Active_Minutes,Fairly_Active_Minutes,Lightly_Active_Minutes,Sedentary_Minutes,Steps,Calories_Burned
8792009665,5/4/2016,1.460000038,1.460000038,0,0,0,1.460000038,0,0,0,129,848,2283,2067
5553957443,5/5/2016,9.510000229,9.510000229,0,3.430000067,1.659999967,4.429999828,0,44,29,241,692,14331,2156
4319703577,4/19/2016,5.989999771,5.989999771,0,0,0,5.989999771,0,0,0,311,604,8925,2200
2320127002,4/23/2016,3.420000076,3.420000076,0,0,0,3.420000076,0,0,0,242,1129,5079,1804
8253242879,4/16/2016,6.139999866,6.139999866,0,0.430000007,3.269999981,2.450000048,0,6,51,115,1268,9256,1880
4388161847,4/25/2016,9.970000267,9.970000267,0,0.730000019,1.399999976,7.840000153,0,11,31,301,1054,12961,3288
6962181067,4/12/2016,6.739999771,6.739999771,0,3.400000095,0.829999983,2.50999999,0,50,14,189,796,10199,1994
8378563200,4/23/2016,4.53000021,4.53000021,0,1.519999981,0.519999981,2.480000019,0,19,10,136,740,5709,2908
8877689391,5/2/2016,3.640000105,3.640000105,0,0,0,3.559999943,0,0,0,105,1335,4790,2189
1624580081,5/10/2016,1.929999948,1.929999948,0,0,0,1.919999957,0.01,0,0,139,1301,2969,1393
4558609924,4/19/2016,3.569999933,3.569999933,0,0.050000001,0.360000014,3.160000086,0,1,9,248,1182,5401,1876
3372868164,4/28/2016,3.75999999,3.75999999,0,0,0,3.75999999,0,0,0,385,1055,5512,1972
6775888955,4/24/2016,1.539999962,1.539999962,0,0.769999981,0.620000005,0.150000006,0,11,18,11,1400,2153,2053
8583815059,5/12/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0
8053475328,5/4/2016,11.14999962,11.14999962,0,8.819999695,0.400000006,1.909999967,0,89,8,123,1220,14581,2918
1503960366,4/19/2016,9.880000114,9.880000114,0,3.529999971,1.320000052,5.03000021,0,50,31,264,775,15506,2035
2022484408,4/13/2016,8.5,8.5,0,2.99000001,0.100000001,5.409999847,0,43,5,292,1100,12024,2601
4388161847,4/29/2016,7.099999905,7.099999905,0,0.800000012,0.889999986,5.420000076,0,13,16,236,1175,9232,2979
7086361926,5/7/2016,8.479999542,8.479999542,0,1.460000038,2.329999924,4.679999828,0,20,42,209,621,12827,2739
4702921684,4/23/2016,12.27000046,12.27000046,0,0.75999999,3.24000001,8.270000458,0,9,66,408,469,15126,3691
7007744171,5/2/2016,9.180000305,8.720000267,2.832325935,4.639999866,0.699999988,3.829999924,0,64,14,250,1112,13041,2642
4702921684,5/7/2016,11.64999962,11.64999962,0,0.370000005,2.309999943,8.970000267,0,5,46,439,577,14370,3683
5553957443,4/17/2016,0.430000007,0.430000007,0,0,0,0.430000007,0,0,0,46,943,655,1397
7086361926,5/5/2016,5.599999905,5.599999905,0,1.779999971,0.829999983,2.950000048,0,24,14,149,1253,8564,2386
8792009665,4/23/2016,3.359999895,3.359999895,0,0.159999996,0.439999998,2.75,0,8,45,232,795,5245,2748
4020332650,4/25/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1980
8792009665,5/3/2016,1.549999952,1.549999952,0,0,0,1.549999952,0,0,0,156,739,2421,2297
5553957443,4/21/2016,8.06000042,8.06000042,0,2.950000048,2.160000086,2.960000038,0,47,42,177,801,12346,2066
4445114986,4/16/2016,2.650000095,2.650000095,0,0,0,2.650000095,0,0,0,225,716,3945,2180
8583815059,4/22/2016,6.78000021,6.78000021,0,0.289999992,2.410000086,4.079999924,0,4,54,212,1170,8687,2944
4445114986,5/7/2016,3.589999914,3.589999914,0,2.130000114,0.189999998,1.25,0,26,4,108,866,5183,2123
2320127002,4/24/2016,2.809999943,2.809999943,0,0,0,2.799999952,0,0,0,204,1236,4165,1725
3372868164,4/21/2016,6.070000172,6.070000172,0,1.149999976,0.25999999,4.639999866,0.01,18,9,376,1037,8857,2124
6962181067,4/16/2016,8.739999771,8.739999771,0,3.660000086,0.189999998,4.880000114,0,50,3,280,741,13217,2173
2026352035,5/9/2016,6.619999886,6.619999886,0,0,0,6.599999905,0,0,0,401,543,10685,1869
1644430081,4/29/2016,2.309999943,2.309999943,0,0,0,2.309999943,0,0,0,120,1193,3176,2498
1927972279,5/7/2016,1.039999962,1.039999962,0,0,0,1.039999962,0,0,0,48,1392,1510,2229
3977333714,4/14/2016,5.110000134,5.110000134,0,0.319999993,0.970000029,3.819999933,0,5,23,214,801,7641,1433
8877689391,5/11/2016,19.55999947,19.55999947,0,13.22000027,0.409999996,5.889999866,0,88,12,213,1127,21420,3832
3372868164,4/12/2016,3.24000001,3.24000001,0,0,0,3.230000019,0.01,0,0,280,1160,4747,1788
4388161847,4/17/2016,3.579999924,3.579999924,0,0,0,3.579999924,0,0,0,201,721,4660,2572
3372868164,4/23/2016,5.070000172,5.070000172,0,1.399999976,0.079999998,3.579999924,0,20,2,303,1115,7396,1995
1927972279,4/22/2016,0.100000001,0.100000001,0,0,0,0.100000001,0,0,0,10,1430,149,2093
4702921684,4/21/2016,5.300000191,5.300000191,0,0.310000002,2.049999952,2.940000057,0,4,41,144,901,6530,2729
5577150313,4/13/2016,3.789999962,3.789999962,0,0.319999993,0.219999999,3.25,0,15,11,144,776,5077,2551
4057192912,4/15/2016,2.950000048,2.950000048,0,0.209999993,0.25999999,2.440000057,0,3,6,88,873,3984,1527
4702921684,4/13/2016,5.579999924,5.579999924,0,0,0,5.579999924,0,0,0,258,777,6877,2898
6775888955,4/20/2016,7.71999979,7.71999979,0,3.769999981,1.74000001,2.220000029,0,70,113,178,1079,10771,3727
8583815059,4/28/2016,4.820000172,4.820000172,0,0,1.200000048,3.609999895,0,0,28,203,1209,6174,2757
6290855005,5/10/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0
5553957443,4/27/2016,6.880000114,6.880000114,0,1.139999986,1,4.739999771,0,16,16,206,745,10538,1922
4319703577,5/10/2016,6.369999886,6.369999886,0,0.209999993,0.460000008,5.699999809,0,3,12,329,555,9487,2260
3977333714,4/17/2016,6.96999979,6.96999979,0,0.699999988,2.349999905,3.920000076,0,11,58,205,600,10415,1529
2022484408,4/30/2016,12.90999985,12.90999985,0,0.939999998,1.399999976,10.56999969,0,13,23,361,1043,18387,2732
8053475328,4/25/2016,15.68999958,15.68999958,0,11.36999989,0.460000008,3.859999895,0,118,9,209,1104,20500,3403
8378563200,4/13/2016,9.819999695,9.819999695,2.092147112,4.960000038,0.649999976,4.210000038,0,116,14,169,680,12386,4079
4020332650,4/28/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1980
8378563200,5/10/2016,5.21999979,5.21999979,2.253081083,0.660000026,0.639999986,3.920000076,0,63,13,152,840,6582,3586
1644430081,5/10/2016,6.659999847,6.659999847,0,0.879999995,0.810000002,4.96999979,0.01,12,19,155,1254,9167,2799
8792009665,4/12/2016,1.639999986,1.639999986,0,0,0,1.639999986,0,0,0,116,831,2564,2044
2022484408,5/9/2016,9.390000343,9.390000343,0,2.119999886,1.629999995,5.639999866,0,35,47,297,1061,13379,2709
2873212765,4/21/2016,5.980000019,5.980000019,0,0.129999995,0.370000005,5.46999979,0.01,2,10,371,1057,8859,1970
8378563200,5/3/2016,6.909999847,6.909999847,2.253081083,1.340000033,1.059999943,4.5,0,71,20,195,822,8712,3784
1644430081,4/19/2016,8.180000305,8.180000305,0,0.360000014,2.529999971,5.300000191,0,5,58,278,1099,11256,3300
2873212765,5/8/2016,5.539999962,5.539999962,0,2.900000095,0,2.640000105,0,46,0,326,1068,8168,2096
1927972279,4/20/2016,0,0,0,0,0,0,0,0,0,0,1440,0,2063
3372868164,4/16/2016,4.730000019,4.730000019,0,0,0,4.699999809,0.029999999,0,0,356,1084,6905,1908
4020332650,5/1/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1980
1927972279,5/3/2016,0.920000017,0.920000017,0,0.730000019,0,0.180000007,0,10,0,17,1413,1326,2195
1927972279,4/24/2016,1.450000048,1.450000048,0,0.07,0.239999995,1.139999986,0,1,6,75,1358,2090,2324
2022484408,4/22/2016,9.329999924,9.329999924,0,4.429999828,0.419999987,4.46999979,0,52,10,273,1105,12954,2638
1503960366,5/10/2016,7.769999981,7.769999981,0,3.349999905,1.159999967,3.25999999,0,46,31,214,746,12207,1859
4702921684,5/3/2016,7.670000076,7.670000076,0,0,0,7.670000076,0,0,0,313,729,9454,3145
2026352035,4/20/2016,4.480000019,4.480000019,0,0,0,4.480000019,0,0,0,327,623,7222,1667
6117666160,5/3/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1496
6117666160,4/12/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1496
2022484408,4/27/2016,7.130000114,7.130000114,0,1.039999962,0.970000029,5.119999886,0,19,20,282,1119,10159,2463
4388161847,4/20/2016,8.119999886,8.119999886,0,1.100000024,1.720000029,5.289999962,0,19,42,228,696,10553,3083
1927972279,4/29/2016,0,0,0,0,0,0,0,0,0,0,1440,0,2063
2022484408,5/1/2016,7.400000095,7.400000095,0,1.940000057,0.959999979,4.5,0,25,28,245,1142,10538,2380
1503960366,4/18/2016,8.590000153,8.590000153,0,3.25,0.639999986,4.710000038,0,42,16,233,1149,13019,1921
6117666160,4/16/2016,10.90999985,10.90999985,0,0.579999983,0.850000024,9.479999542,0,7,15,518,502,14450,2828
8053475328,5/7/2016,15.67000008,15.67000008,0,12.43999958,0.879999995,2.349999905,0,121,20,148,1076,19769,3331
1644430081,4/23/2016,4.829999924,4.829999924,0,0,0.579999983,4.25,0,0,15,160,1265,6637,2677
6775888955,4/15/2016,0.920000017,0.920000017,0,0,0,0.920000017,0,0,0,58,976,1282,2127
7007744171,5/1/2016,3.75,3.75,0,0,0,3.75,0,0,0,237,1142,5600,2225
5553957443,4/23/2016,2.690000057,2.690000057,0,0,0,2.680000067,0,0,0,272,443,4112,1776
1927972279,5/4/2016,1.24000001,1.24000001,0,0,0,1.24000001,0,0,0,87,1353,1786,2338
7086361926,4/19/2016,7.289999962,7.289999962,0,3.529999971,1.230000019,2.50999999,0,67,69,124,671,10688,2944
2320127002,4/30/2016,3.079999924,3.079999924,0,0,0,3.069999933,0,0,0,234,1206,4571,1779
2320127002,4/16/2016,3.410000086,3.410000086,0,0,0,3.400000095,0,0,0,195,1245,5057,1724
5553957443,4/25/2016,7.190000057,7.190000057,0,2.930000067,0.569999993,3.690000057,0,51,11,201,732,10946,2033
4388161847,4/30/2016,9.640000343,9.640000343,0,0.699999988,2,6.940000057,0,14,43,300,537,12533,3283
1927972279,4/21/2016,0,0,0,0,0,0,0,0,0,0,1440,0,2064
4702921684,4/14/2016,6.369999886,6.369999886,0,0,0,6.369999886,0,0,0,271,772,7860,2984
4020332650,5/7/2016,4.400000095,4.400000095,0,0,0,3.579999924,0,0,0,184,1256,6132,2975
2026352035,4/12/2016,2.74000001,2.74000001,0,0.189999998,0.349999994,2.200000048,0,3,8,181,706,4414,1459
1624580081,4/22/2016,2.619999886,2.619999886,0,0,0,2.599999905,0,0,0,199,1241,4026,1470
8253242879,4/30/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0
1844505072,4/28/2016,4.570000172,4.570000172,0,0,0,4.559999943,0,0,0,302,1138,6907,1992
4445114986,5/3/2016,5.179999828,5.179999828,0,2.480000019,0.109999999,2.579999924,0,30,2,233,725,7502,2421
1624580081,5/7/2016,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,182,1258,2104,1474
4020332650,4/17/2016,0.01,0.01,0,0,0,0.01,0,0,0,2,1438,16,1990
4319703577,4/12/2016,5.199999809,5.199999809,0,0,0,0,0,0,0,0,1440,7753,2115
4702921684,5/4/2016,6.619999886,6.619999886,0,0.340000004,0.730000019,5.539999962,0,4,15,251,757,8161,3004
1503960366,5/6/2016,8.029999733,8.029999733,0,1.970000029,0.25,5.809999943,0,24,6,289,754,12159,1896
4319703577,5/12/2016,0.01,0.01,0,0,0,0.01,0,0,0,2,0,17,257
8792009665,4/29/2016,5.349999905,5.349999905,0,0.140000001,0.280000001,4.929999828,0,6,14,380,634,8360,3101
4558609924,4/20/2016,3.170000076,3.170000076,0,0,0,3.170000076,0,0,0,222,1218,4803,1788
3977333714,5/4/2016,9.43999958,9.43999958,0,1.809999943,4.579999924,2.890000105,0,14,96,142,852,13559,1628
1624580081,5/2/2016,4.929999828,4.929999828,0,0.860000014,0.589999974,3.470000029,0,7,6,166,1261,7155,1497
4558609924,4/23/2016,4.550000191,4.550000191,0,0.340000004,0.200000003,4.010000229,0,5,5,308,1122,6890,2085
8583815059,4/25/2016,3.50999999,3.50999999,0,1.470000029,0.239999995,1.809999943,0,18,6,122,1294,4503,2547
5577150313,5/8/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1819
2347167796,4/29/2016,0.029999999,0.029999999,0,0,0,0.029999999,0,0,0,4,2,42,403
8053475328,4/24/2016,17.95000076,17.95000076,0,13.13000011,1.549999952,3.25999999,0,129,33,182,1096,22988,3577
6775888955,4/18/2016,5.949999809,5.949999809,0,2,0.769999981,3.170000076,0,30,31,146,1233,8294,2798
4445114986,4/22/2016,4.579999924,4.579999924,0,0,0,4.579999924,0,0,0,317,706,6831,2432
6962181067,5/8/2016,2.769999981,2.769999981,0,0,0.519999981,2.25,0,0,14,151,709,4188,1659
1503960366,4/30/2016,9.25,9.25,0,3.559999943,1.419999957,4.269999981,0,52,34,217,712,14673,1947
6962181067,4/20/2016,9.550000191,9.550000191,0,4.28000021,0.189999998,5.090000153,0,48,4,297,639,13928,2174
4702921684,5/9/2016,6.679999828,6.679999828,0,0,0.569999993,6.099999905,0,0,12,253,746,8232,2990
7086361926,4/25/2016,6.820000172,6.820000172,0,3.75,0.699999988,2.369999886,0,69,39,129,706,10091,2752
1644430081,5/3/2016,9.340000153,9.340000153,0,0.720000029,4.090000153,4.539999962,0,10,94,221,1115,12850,3324
1624580081,5/12/2016,1.929999948,1.929999948,0,0,0,1.919999957,0.01,0,0,107,890,2971,1002
2873212765,4/19/2016,5.369999886,5.369999886,0,0,0,5.360000134,0,0,0,389,1051,7948,1956
2873212765,5/2/2016,5.059999943,5.059999943,0,0,0.209999993,4.829999924,0.02,0,7,334,1099,7525,1878
4020332650,4/26/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1980
4020332650,4/20/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1980
4445114986,4/18/2016,4.239999771,4.239999771,0,2,0.289999992,1.950000048,0,25,6,162,1247,6155,2248
2873212765,4/25/2016,4.949999809,4.949999809,0,0,0,4.949999809,0,0,0,359,1081,7373,1907
1503960366,4/24/2016,6.409999847,6.409999847,0,2.920000076,0.209999993,3.279999971,0,39,5,238,709,10039,1788
2022484408,5/10/2016,8.979999542,8.979999542,0,2.220000029,1.210000038,5.559999943,0,57,28,271,1084,12798,2797
4020332650,5/4/2016,7.349999905,7.349999905,0,0.670000017,1.039999962,5.579999924,0,13,46,346,531,10252,3879
4388161847,4/24/2016,7.880000114,7.880000114,0,1.080000043,0.50999999,6.300000191,0,14,8,239,584,10243,2885
5577150313,4/21/2016,8.090000153,8.090000153,0,3.650000095,1.659999967,2.779999971,0,110,74,175,670,10830,4018
2320127002,4/19/2016,4.039999962,4.039999962,0,0,0.379999995,3.660000086,0,0,11,228,1201,5997,1811
5553957443,4/12/2016,7.570000172,7.570000172,0,1.370000005,0.790000021,5.409999847,0,19,13,277,767,11596,2026
6775888955,4/13/2016,2.910000086,2.910000086,0,1.110000014,0.579999983,1.220000029,0,17,18,85,1053,4053,2400
4388161847,5/3/2016,9.789999962,9.789999962,0,1.129999995,0.779999971,7.880000114,0,18,18,306,984,12727,3290
7007744171,4/17/2016,5.389999866,5.389999866,0,0,0,5.389999866,0,0,0,305,1135,8059,2383
5577150313,5/4/2016,3.890000105,3.890000105,0,1.559999943,0.25,2.079999924,0,25,9,141,631,5206,2755
5577150313,4/15/2016,9.079999924,9.079999924,0,3.920000076,1.600000024,3.559999943,0,115,54,199,695,12087,4005
2022484408,5/4/2016,8.289999962,8.289999962,0,2.50999999,0.930000007,4.849999905,0,36,27,272,1105,11768,2649
6290855005,4/16/2016,6.28000021,6.28000021,0,0,0,6.269999981,0.01,0,0,258,1182,8301,2783
8877689391,4/18/2016,8.670000076,8.670000076,0,2.440000057,0.270000011,5.940000057,0,29,5,191,1215,11423,2761
6117666160,4/21/2016,15.01000023,15.01000023,0,0.980000019,0.400000006,5.619999886,0,11,19,294,579,19542,4900
2022484408,4/21/2016,8.739999771,8.739999771,0,3.329999924,1.110000014,4.309999943,0,104,53,255,1028,12453,3158
2347167796,4/13/2016,7.010000229,7.010000229,0,1.659999967,1.940000057,3.410000086,0,19,32,195,676,10352,2038
5577150313,5/9/2016,2.559999943,2.559999943,0,1.429999948,0.140000001,0.99000001,0,34,11,70,1099,3421,2489
8378563200,4/24/2016,2.940000057,2.940000057,0,0,0,2.940000057,0,0,0,135,734,3703,2741
4020332650,5/11/2016,2.650000095,2.650000095,0,0.109999999,0.170000002,2.329999924,0,2,8,134,1296,3689,2645
1644430081,4/24/2016,2.410000086,2.410000086,0,0,0,2.410000086,0,0,0,89,1351,3321,2413
1844505072,5/3/2016,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,184,1256,4059,1742
4702921684,5/10/2016,8.609999657,8.609999657,0,0.079999998,1.879999995,6.650000095,0,1,37,262,701,10613,3172
5553957443,4/24/2016,1.179999948,1.179999948,0,0,0,1.179999948,0,0,0,104,582,1807,1507
4319703577,4/21/2016,2.480000019,2.480000019,0,0,0,0.349999994,0,0,0,34,1265,3702,1792
1844505072,4/24/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1347
1844505072,5/4/2016,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,87,1353,2080,1549
4319703577,5/6/2016,6.420000076,6.420000076,0,0.409999996,0.469999999,5.460000038,0,6,11,314,692,9524,2266
1844505072,4/12/2016,4.429999828,4.429999828,0,0,0,4.429999828,0,0,0,339,1101,6697,2030
4702921684,5/5/2016,6.989999771,6.989999771,0,0.670000017,0.219999999,6.090000153,0,8,5,241,745,8614,3006
1644430081,5/9/2016,4.829999924,4.829999924,0,2.390000105,0.349999994,2.089999914,0.01,32,6,303,1099,6643,3008
3977333714,5/2/2016,11.05000019,11.05000019,0,1.539999962,6.480000019,3.019999981,0,24,143,176,713,16520,1760
8877689391,5/1/2016,8.319999695,8.319999695,0,3.130000114,0.569999993,4.570000172,0,36,12,166,1226,10930,2786
8583815059,4/26/2016,8.18999958,8.18999958,0,0.07,4.21999979,3.890000105,0,1,91,214,1134,10499,3093
8583815059,5/7/2016,4.769999981,4.769999981,0,0,0,4.769999981,0,0,0,250,1190,6117,2810
5577150313,4/12/2016,6.079999924,6.079999924,0,3.599999905,0.379999995,2.099999905,0,86,16,140,728,8135,3405
5553957443,5/3/2016,8.390000343,8.390000343,0,1.5,1.200000048,5.679999828,0,26,29,247,812,12848,2116
5577150313,4/17/2016,9.140000343,9.140000343,0,5.980000019,0.829999983,2.319999933,0,200,37,159,525,12231,4552
1844505072,4/14/2016,5.25,5.25,0,0,0,5.230000019,0,0,0,373,843,7937,2130
1503960366,4/23/2016,9.039999962,9.039999962,0,2.809999943,0.870000005,5.360000134,0,41,21,262,732,14371,1949
4319703577,4/27/2016,7.230000019,7.230000019,0,0.409999996,1.919999957,4.909999847,0,6,47,300,680,10780,2324
4558609924,4/16/2016,4.820000172,4.820000172,0,0.550000012,0.75,3.5,0,8,12,308,1112,7289,1997
1624580081,4/24/2016,3.950000048,3.950000048,0,1.149999976,0.910000026,1.889999986,0,16,18,185,1221,6076,1617
1624580081,4/23/2016,5.550000191,5.550000191,0,0,0,5.539999962,0.01,0,0,227,1213,8538,1562
3977333714,4/25/2016,8.479999542,8.479999542,0,5.619999886,0.430000007,2.410000086,0,50,9,133,781,11177,1570
2022484408,4/25/2016,8.010000229,8.010000229,0,3.329999924,0.219999999,4.460000038,0,44,8,217,1171,11369,2470
8583815059,4/29/2016,11.82999992,11.82999992,0,3.900000095,3,4.920000076,0,46,67,258,1069,15168,3513
8583815059,4/16/2016,4.150000095,4.150000095,0,0,0,0,0,0,0,0,1440,5319,2693
8877689391,5/10/2016,8.149999619,8.149999619,0,1.350000024,0.460000008,6.28000021,0,18,11,224,1187,10733,2832
8583815059,4/12/2016,3.910000086,3.910000086,0,0,0.330000013,3.579999924,0,0,7,196,1237,5014,2650
1844505072,4/20/2016,0.01,0.01,0,0,0,0.01,0,0,0,1,1439,8,1349
2022484408,5/6/2016,7.179999828,7.179999828,0,1.870000005,0.670000017,4.639999866,0,24,17,295,1104,10227,2498
4388161847,4/16/2016,5.059999943,5.059999943,0,0.209999993,0.400000006,4.449999809,0,6,9,253,609,6580,3073
7007744171,4/18/2016,10.97999954,9.909999847,4.930550098,3.789999962,2.119999886,5.050000191,0.02,48,31,284,1077,14816,2832
8378563200,4/21/2016,12.01000023,12.01000023,2.253081083,6.900000095,0.819999993,4.289999962,0,137,16,145,677,15148,4236
6117666160,5/2/2016,3.730000019,3.730000019,0,0,0,3.730000019,0,0,0,236,1204,4933,2044
2022484408,5/5/2016,8.350000381,8.350000381,0,2.789999962,0.860000014,4.699999809,0,55,20,253,1112,11895,2609
5553957443,4/19/2016,10.10999966,10.10999966,0,4.28000021,1.659999967,4.179999828,0,69,28,249,756,15482,2284
6290855005,4/21/2016,0,0,0,0,0,0,0,0,0,0,1440,0,2060
7086361926,4/20/2016,10.64000034,10.64000034,0,7.639999866,0.449999988,2.539999962,0,87,13,145,797,14365,2997
8378563200,5/2/2016,4.809999943,4.809999943,2.092147112,0.629999995,0.170000002,4.010000229,0,63,4,142,802,6064,3491
4319703577,4/14/2016,6.880000114,6.880000114,0,0.109999999,0.330000013,6.440000057,0,1,9,339,589,10210,2302
2347167796,4/22/2016,5.159999847,5.159999847,0,0.560000002,1.679999948,2.920000076,0,9,27,206,781,7804,1946
8378563200,4/20/2016,7.440000057,7.440000057,2.092147112,2.230000019,0.439999998,4.78000021,0,82,8,169,763,9388,3787
3977333714,5/1/2016,7.070000172,7.070000172,0,2.670000076,1.980000019,2.410000086,0,41,40,124,691,10414,1501
5577150313,4/20/2016,6.21999979,6.21999979,0,4.119999886,0.340000004,1.75999999,0,87,16,113,773,8330,3192
1503960366,4/27/2016,12.21000004,12.21000004,0,6.400000095,0.409999996,5.409999847,0,78,11,243,1108,18134,2159
1503960366,4/15/2016,6.28000021,6.28000021,0,2.140000105,1.25999999,2.829999924,0,29,34,209,726,9762,1745
8583815059,4/30/2016,7.869999886,7.869999886,0,0.150000006,1.279999971,6.429999828,0,2,28,317,1093,10085,3164
2347167796,4/21/2016,6.75,6.75,0,1.850000024,1.529999971,3.380000114,0,23,26,208,761,10080,2048
6962181067,5/6/2016,3.910000086,3.910000086,0,0,0,3.910000086,0,0,0,299,717,5908,1850
7007744171,4/12/2016,10.28999996,9.479999542,4.869782925,4.5,0.379999995,5.409999847,0,53,8,355,1024,14172,2937
7007744171,4/21/2016,9.18999958,9.18999958,0,2.150000095,1.870000005,5.170000076,0,30,34,327,1049,13744,2763
4445114986,4/26/2016,4.409999847,4.409999847,0,2.410000086,0.039999999,1.960000038,0,29,1,180,839,6326,2291
4319703577,4/24/2016,2.74000001,2.74000001,0,0.059999999,0.200000003,2.470000029,0,1,5,191,692,4081,1880
2320127002,4/18/2016,4.420000076,4.420000076,0,0,0.25999999,4.139999866,0,0,7,260,1173,6559,1905
2022484408,5/7/2016,4.710000038,4.710000038,0,1.610000014,0.079999998,3.019999981,0,20,2,149,1269,6708,1995
8792009665,4/19/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1688
6775888955,4/27/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1841
3977333714,4/20/2016,7.829999924,7.829999924,0,0.200000003,4.349999905,3.279999971,0,2,98,164,845,11658,1554
5553957443,4/30/2016,0.779999971,0.779999971,0,0,0,0.779999971,0,0,0,84,506,1202,1463
1503960366,4/21/2016,6.340000153,6.340000153,0,1.340000033,0.349999994,4.650000095,0,19,8,211,838,9819,1775
2347167796,4/14/2016,6.699999809,6.699999809,0,0.02,2.74000001,3.940000057,0,1,48,206,705,10129,2010
1503960366,5/4/2016,7.150000095,7.150000095,0,2.460000038,0.870000005,3.819999933,0,36,22,203,1179,11100,1819
4020332650,4/22/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1980
2320127002,4/17/2016,4.179999828,4.179999828,0,0,0,4.179999828,0,0,0,249,1191,6198,1852
6290855005,4/12/2016,3.450000048,3.450000048,0,0,0,3.450000048,0,0,0,199,1241,4562,2560
8253242879,4/21/2016,8.56000042,8.56000042,0,5.880000114,0.930000007,1.75,0,49,20,172,1199,11268,2218
8877689391,4/26/2016,8.430000305,8.430000305,0,1.75999999,0.129999995,6.5,0,22,3,258,1157,11101,2860
5553957443,4/28/2016,7.630000114,7.630000114,0,3.710000038,0.75,3.170000076,0,49,13,165,727,11393,1999
3977333714,5/6/2016,8.279999733,8.279999733,0,3.109999895,2.50999999,2.670000076,0,29,55,168,676,11677,1590
4388161847,5/1/2016,7.889999866,7.889999866,0,1.00999999,0.680000007,6.199999809,0,12,15,241,579,10255,2926
8792009665,4/27/2016,1.129999995,1.129999995,0,0,0,1.129999995,0,0,0,112,900,1758,2067
5553957443,4/18/2016,2.430000067,2.430000067,0,0,0,2.430000067,0,0,0,206,622,3727,1683
2026352035,4/30/2016,2.930000067,2.930000067,0,0,0,2.930000067,0,0,0,233,594,4729,1506
5577150313,5/6/2016,3.700000048,3.700000048,0,1.929999948,0.319999993,1.450000048,0,41,16,79,1304,4950,2643
4445114986,4/14/2016,2.670000076,2.670000076,0,0,0,2.670000076,0,0,0,231,717,3974,2194
2320127002,5/3/2016,5.019999981,5.019999981,0,1.49000001,0.370000005,3.160000086,0,20,10,206,1204,7443,1878
1844505072,4/13/2016,3.25999999,3.25999999,0,0,0,3.25999999,0,0,0,248,1192,4929,1860
4702921684,4/29/2016,8.050000191,8.050000191,0,1.059999943,0.920000017,6.070000172,0,12,19,267,692,9930,3165
5553957443,5/4/2016,2.769999981,2.769999981,0,0,0,2.769999981,0,0,0,224,651,4249,1698
5577150313,4/28/2016,7.429999828,7.429999828,0,3.25,1.169999957,3.00999999,0,99,51,141,692,9841,3580
8053475328,4/30/2016,5.590000153,5.590000153,0,2.99000001,0.059999999,2.539999962,0,27,1,131,1281,7135,2408
2873212765,5/1/2016,4.96999979,4.96999979,0,0.49000001,1.039999962,3.440000057,0,7,18,196,1219,7399,1739
2022484408,5/12/2016,6.409999847,6.409999847,0,1.279999971,0.670000017,4.440000057,0,16,16,236,728,9117,1853
7086361926,4/29/2016,4.949999809,4.949999809,0,0.49000001,0.449999988,4,0,24,36,182,1198,7881,2616
4388161847,5/4/2016,9.520000458,9.520000458,0,2.789999962,0.930000007,5.800000191,0,35,21,251,632,12375,3162
6290855005,5/7/2016,4.170000076,4.170000076,0,0,0,4.159999847,0,0,0,227,1213,5510,2613
1927972279,5/12/2016,0,0,0,0,0,0,0,0,0,0,966,0,1383
1644430081,4/25/2016,2.599999905,2.599999905,0,0.589999974,0.059999999,1.950000048,0,8,1,94,1337,3580,2497
4445114986,4/19/2016,1.389999986,1.389999986,0,0,0,1.389999986,0,0,0,121,895,2064,1954
8792009665,4/25/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1688
8253242879,4/19/2016,2.779999971,2.779999971,0,0,0,2.779999971,0,0,0,164,1276,4212,1763
2873212765,4/24/2016,4.679999828,4.679999828,0,3,0.059999999,1.620000005,0,46,1,190,1203,6873,1898
1644430081,4/18/2016,5.190000057,5.190000057,0,1.070000052,1.669999957,2.450000048,0,15,33,121,1271,7132,2806
